sheet_row,provider_slug,category,product_name,gross_rate_pct,intelisys_supported,sandler_supported,telarus_supported,appdirect_supported,appdirect_saas_supported,candid_net_intelisys,candid_net_sandler,candid_net_telarus,candid_net_appdirect_telco,candid_net_appdirect_saas,customer_preview_pct,note,renewal_scope,pays_on_renewals,payment_basis,paid_on_basis,evergreen_strength,first_commission_timing,upfront_summary,exclusions_summary,partner_network,term_length,partner_terms_raw
12,8x8,Telco,"UCaaS (X Series - X2, X Series - X2 Ireland, X Series - X3, X Series - X4, X Series Pro & X Series Pro UK, X Series - Lobby, X1 Nationwide)",20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,Commission rate applicable for both initial costumer term & renewal terms,initial_and_renewal,true,collected,overall_mrc,strong,1 month after the month in which payment is received by carrier,,,"X Series X2, X Series X3, X Series X4",All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": null, ""notes"": ""Effective 10/27/2025, commissions for various services increased to 20%.\n\nEffective 8/1/2025, various commissionable services were added for various products at 10% residual. Effective 6/1/2024, various commissions rates and commissionable products were added or changed. Effective 7/1/2023, commissions for X0 licenses decreased from 15% to 7%, X1 decreased from 26% to 7%, and X2/X3/X4 decreased from 26% to 15%. Effective 9/28/2022, commissions for Contact Center X6/X7/X8 services decreased from 26% to 20%. Effective 5/18/2022, 8x8 X Series X0 extensions/services were added as a compensable product at 15%. Non-commissionable services include: NRCs, equipment, project/professional services, usage other than UCaaS/CCaaS usage bundles, prepaid usage bundles, additional numbers, toll free, DIDs, non-UCaaS/CCaaS services, or third-party services.\n\nRegister all new opportunities by submitting via the 8x8 Partner Portal in order to be compensated on sales.\n\nCLICK HERE TO VIEW ADDITIONAL RATESHEET FOR COMPLETE DETAILS\n\nALERT: For all new sales starting 6/1/2024, various products will pay a lower renewal commission rate or no commissions at all after the initial term. Due to the strength of Sandler's agreement with 8x8, the commissions on existing business contracted prior to 6/1/2024 will not be impacted."", ""pay_on_renewals"": null, ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""X Series X2, X Series X3, X Series X4"", ""notes"": null}}"
13,8x8,Telco,"UCaaS (X Series - X2, X Series - X3, X Series - X4. XSeries X2 - Ireland, X Series - Lobby, X Series - X1, X Series - X1 Metered, X Seiries - X1 Nationwide, X Series - X1 Ireland, X0, X0-Teams, SVC: X SERIES - X1 UK Government, Operator Connect - Metered, Operator Connect - Nationwide, 8x8 Engage Unbundled, 8X8 Engage Bundled",20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,"Commission rate initial customer orders that 8x8 books on or after the Effective Date with a customer who has never before been a customer of 8x8, Inc. or its affiliates (“New Logo Account”), and  subsequent add-ons to and renewals of these New Logo Accounts.",initial_and_renewal,true,collected,overall_mrc,strong,1 month after the month in which payment is received by carrier,,,"X Series X2, X Series X3, X Series X4",All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": null, ""notes"": ""Effective 10/27/2025, commissions for various services increased to 20%.\n\nEffective 8/1/2025, various commissionable services were added for various products at 10% residual. Effective 6/1/2024, various commissions rates and commissionable products were added or changed. Effective 7/1/2023, commissions for X0 licenses decreased from 15% to 7%, X1 decreased from 26% to 7%, and X2/X3/X4 decreased from 26% to 15%. Effective 9/28/2022, commissions for Contact Center X6/X7/X8 services decreased from 26% to 20%. Effective 5/18/2022, 8x8 X Series X0 extensions/services were added as a compensable product at 15%. Non-commissionable services include: NRCs, equipment, project/professional services, usage other than UCaaS/CCaaS usage bundles, prepaid usage bundles, additional numbers, toll free, DIDs, non-UCaaS/CCaaS services, or third-party services.\n\nRegister all new opportunities by submitting via the 8x8 Partner Portal in order to be compensated on sales.\n\nCLICK HERE TO VIEW ADDITIONAL RATESHEET FOR COMPLETE DETAILS\n\nALERT: For all new sales starting 6/1/2024, various products will pay a lower renewal commission rate or no commissions at all after the initial term. Due to the strength of Sandler's agreement with 8x8, the commissions on existing business contracted prior to 6/1/2024 will not be impacted."", ""pay_on_renewals"": null, ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""X Series X2, X Series X3, X Series X4"", ""notes"": null}}"
14,8x8,Telco,"UCaaS (X Series - X2, X Series - X3, X Series - X4. XSeries X2 - Ireland, X Series Pro, X Series Pro UK & Fuze Upgrades (XF Global, XF International, XF Metered, XF Pro, XF Workspace, XF Workspace Global, XF Workspace International, XF Workspace Metered, XF Workspace Pro & XF Minimum Commitment)",15.0,true,true,true,true,,0.12,0.12,0.1275,0.1275,,0.0255,Commission rate applicable for both initial costumer term & renewal terms,initial_and_renewal,true,collected,overall_mrc,strong,1 month after the month in which payment is received by carrier,,,"X Series X2, X Series X3, X Series X4",All,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": null, ""notes"": ""Effective 10/27/2025, commissions for various services increased to 20%.\n\nEffective 8/1/2025, various commissionable services were added for various products at 10% residual. Effective 6/1/2024, various commissions rates and commissionable products were added or changed. Effective 7/1/2023, commissions for X0 licenses decreased from 15% to 7%, X1 decreased from 26% to 7%, and X2/X3/X4 decreased from 26% to 15%. Effective 9/28/2022, commissions for Contact Center X6/X7/X8 services decreased from 26% to 20%. Effective 5/18/2022, 8x8 X Series X0 extensions/services were added as a compensable product at 15%. Non-commissionable services include: NRCs, equipment, project/professional services, usage other than UCaaS/CCaaS usage bundles, prepaid usage bundles, additional numbers, toll free, DIDs, non-UCaaS/CCaaS services, or third-party services.\n\nRegister all new opportunities by submitting via the 8x8 Partner Portal in order to be compensated on sales.\n\nCLICK HERE TO VIEW ADDITIONAL RATESHEET FOR COMPLETE DETAILS\n\nALERT: For all new sales starting 6/1/2024, various products will pay a lower renewal commission rate or no commissions at all after the initial term. Due to the strength of Sandler's agreement with 8x8, the commissions on existing business contracted prior to 6/1/2024 will not be impacted."", ""pay_on_renewals"": null, ""commission_method"": ""Collected"", ""estimated_first_commission"": ""1 month after the month in which payment is received by carrier""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""X Series X2, X Series X3, X Series X4"", ""notes"": null}}"
15,11-11-systems,Telco,Cloud Services,20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,,renewals_at_standard_rate,true,billed,overall_mrc,medium,2 months after invoice month,"10% NRC -- Consulting Services, Professional Services (when Cloud Services or Security Services are sold), NRC Set-Up Fees",,n/a,All,"{""sandler"": {""evergreen_strength"": ""Medium Evergreen"", ""upfront_commissions"": ""10% NRC -- Consulting Services, Professional Services (when Cloud Services or Security Services are sold), NRC Set-Up Fees"", ""notes"": ""Effective 11/17/2025, various commissions rates and commissionable services were added or changed.\n\nIf our agreement is terminated for convenience, commissions will continue to pay for the life of the customer. If our agreement is terminated for cause, commissions will continue to pay for 7 years.\n\nRegister all new opportunities by submitting via the 11:11 Systems Portal in order to be compensated on sales."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""2 months after invoice month""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""n/a"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
16,11-11-systems,Telco,Connectivity Services & Security Services,18.0,true,true,true,true,,0.144,0.144,0.153,0.153,,0.0306,,renewals_at_standard_rate,true,billed,overall_mrc,medium,2 months after invoice month,"10% NRC -- Consulting Services, Professional Services (when Cloud Services or Security Services are sold), NRC Set-Up Fees",,n/a,All,"{""sandler"": {""evergreen_strength"": ""Medium Evergreen"", ""upfront_commissions"": ""10% NRC -- Consulting Services, Professional Services (when Cloud Services or Security Services are sold), NRC Set-Up Fees"", ""notes"": ""Effective 11/17/2025, various commissions rates and commissionable services were added or changed.\n\nIf our agreement is terminated for convenience, commissions will continue to pay for the life of the customer. If our agreement is terminated for cause, commissions will continue to pay for 7 years.\n\nRegister all new opportunities by submitting via the 11:11 Systems Portal in order to be compensated on sales."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""2 months after invoice month""}, ""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""n/a"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
17,123net,Telco,All Other Products: 1 YR - 120% Upfront and Residual Combo,9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,,,,,,,,{}
18,123net,Telco,All Other Products: 2 YR - 220% Upfront and Residual Combo,9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,,,,,,,,{}
19,123net,Telco,All Other Products: 3 YR - 320% Upfront and Residual Combo,9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,,,,,,,,{}
20,123net,Telco,Prime,20.0,false,false,true,true,,,,0.17,0.17,,0.034,,,,,,,,,,,,{}
21,123net,Telco,Prime: 1 YR - 120% Upfront and Residual Combo,9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,,,,,,,,{}
22,123net,Telco,Prime: 3 YR - 320% Upfront and Residual Combo,9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,,,,,,,,{}
23,123net,Telco,Renewals - 1X MRC UPFRONT (only when original order was Upfront Combo),9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,,,,,,,,{}
24,123net,Telco,"Wireless Wimax, All other products",15.0,false,false,true,true,,,,0.1275,0.1275,,0.0255,,,,,overall_mrc,,,,,n/a,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""n/a"", ""notes"": null}}"
25,123net,Telco,Wireless Wimax: 220% Upfront and Residual Combo,9.0,false,false,true,true,,,,0.0765,0.0765,,0.0153,,,,,overall_mrc,,,,,n/a,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""n/a"", ""notes"": null}}"
26,365-data-centers,Telco,"Cloud, Colocation, Managed Services & Network",15.0,false,true,false,true,,,0.12,,0.1275,,0.0255,,renewals_at_standard_rate,true,billed,,strong,1 months after invoice month,,,,,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen (our agreement)"", ""upfront_commissions"": null, ""notes"": ""Register all new opportunities by emailing sandlerquote@365datacenters.com in order to be compensated on sales."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""1 months after invoice month""}}"
27,911inform,Telco,All Services,28.0,true,false,false,true,,0.224,,,0.238,,0.0476,,,,,,,,,,,,{}
28,1547-critical-systems-realty,Telco,"Colocation, Managed Services, IaaS, PaaS and SaaS",15.0,false,false,false,true,,,,,0.1275,,0.0255,,,,,,,,,,,,{}
29,abundant-iot,Telco,"Energy-as-Service, HVAC, Building Management, Demand Response, Deferred Maintenance, Non-combustion flexible fuel generator (Nat Gas, Biogas, Ammonia, Hydrogen), Hardware",4.0,true,false,true,true,,0.032,,0.034,0.034,,0.0068,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
30,abundant-iot,Telco,EV Charging - EVC Hardware,8.0,true,false,true,true,,0.064,,0.068,0.068,,0.0136,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
31,abundant-iot,Telco,"IoT Hardware, AWS Cloud IoT global connectivity, Wearable Relay communication device with panic button, Consulting services, Solar Thermal Storage, Solar Powered Electricity, Hot Water, and Water Filtration All in One Mobile Unit, SaaS",12.0,true,false,true,true,,0.096,,0.102,0.102,,0.0204,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
32,abundant-iot,Telco,IoT Sensor Licenses,20.0,true,false,true,true,,0.16,,0.17,0.17,,0.034,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
33,abundant-iot,Telco,IT Services Reverse Auction,10.4,true,false,true,true,,0.0832,,0.0884,0.0884,,0.01768,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
34,abundant-iot,Telco,LongFi Gateways,10.0,true,false,true,true,,0.08,,0.085,0.085,,0.017,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
35,abundant-iot,Telco,Parcel Spend Management for Fedex/UPS savings,3.6,true,false,true,true,,0.0288,,0.0306,0.0306,,0.00612,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
36,abundant-iot,Telco,"POTS Replacement, RFID asset management, Energy procurement - electricity/natural gas (based on margin), LED lighting, Solar (Roof, Ground, Floating, Flexible), Storage, Microgrid, Commercial community solar customers, Agrivoltaics, Wind, Hydro, Geothermal, Biomass",,true,false,true,true,,,,,,,,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
37,abundant-iot,Telco,"UVC Disinfection machines (rolling lamp station, ceiling mount, airflow devices), SmartSIM (5G/4G/IoT),",16.0,true,false,true,true,,0.128,,0.136,0.136,,0.0272,,,,,overall_mrc,,,,,Abundant IoT,All,"{""telarus"": {""paid_on"": ""Overall"", ""term"": ""All"", ""network"": ""Abundant IoT"", ""notes"": ""Refer to your back office for potential exceptions to Supplier base commission percentages""}}"
38,acc-business,Telco,Voice & Data,20.0,true,true,true,true,,0.16,0.16,0.17,0.17,,0.034,,renewals_at_standard_rate,true,billed,cpe_mrc,with_risk,3 months after invoice month,,,AT&T,All,"{""sandler"": {""evergreen_strength"": ""Evergreen With Risk"", ""upfront_commissions"": null, ""notes"": ""Partners cannot sell to, and won't be paid commissions on, customers that qualify for E-Rate or the Rural Healthcare program, or to federal, government, education, and library customers. Effective 03/01/2018, the standard commission rate increased from 18% to 20%. With an active agreement, ACC Business will pay commissions for the life of the customer. If the agreement is terminated for convenience, ACC Business will pay commissions to Sandler for 36 months."", ""pay_on_renewals"": ""Yes, 100% standard rate"", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""3 months after invoice month""}, ""telarus"": {""paid_on"": ""CPE MRC"", ""term"": ""All"", ""network"": ""AT&T"", ""notes"": null}}"
39,accelnet,Telco,"Internet, VoIP",18.0,false,false,false,true,,,,,0.153,,0.0306,,,,,,,,,,,,{}
40,accent,Telco,"Voice Cloud Feature License, Voice, SD-Wan",,false,false,false,true,,,,,,,,Please send inquiry to your Channel Manager,,,,,,,,,,,{}
41,access-one-managed-it,Telco,Equipment Sales (One Time Payout),3.0,true,true,false,true,,0.024,0.024,,0.0255,,0.0051,,renewals_at_standard_rate,true,billed,has_upfront_schedule,strong,1 month after invoice month,"5% NRC -- Professional Services, Verkada Products
3% -- Equipment Sales",,,,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""5% NRC -- Professional Services, Verkada Products\n3% -- Equipment Sales"", ""notes"": ""Effective 6/1/2025, commission rates changed from 15% residual on all services plus various upfronts on voice to different residual and upfront rates depending on the service, up to 20%.\n\nNew residual and upfront rates are effective 3/1/2021. Effective 2020, Co-location is no longer compensable, and On-Net Ethernet no longer receives an upfront payout in addition to residual payouts. Third party resold services, install charges, labor and project charges, Stand Alone License Sales, and Azure and AWS Usage are not commissionable."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""1 month after invoice month""}}"
42,access-one-managed-it,Telco,"Managed IT Services, Managed Helpdesk, Managed Networks, UCaaS, Data Circuits, POTS Lines, vCISO Services (Residual Commission)",20.0,true,true,false,true,,0.16,0.16,,0.17,,0.034,,renewals_at_standard_rate,true,billed,has_upfront_schedule,strong,1 month after invoice month,"5% NRC -- Professional Services, Verkada Products
3% -- Equipment Sales",,,,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""5% NRC -- Professional Services, Verkada Products\n3% -- Equipment Sales"", ""notes"": ""Effective 6/1/2025, commission rates changed from 15% residual on all services plus various upfronts on voice to different residual and upfront rates depending on the service, up to 20%.\n\nNew residual and upfront rates are effective 3/1/2021. Effective 2020, Co-location is no longer compensable, and On-Net Ethernet no longer receives an upfront payout in addition to residual payouts. Third party resold services, install charges, labor and project charges, Stand Alone License Sales, and Azure and AWS Usage are not commissionable."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""1 month after invoice month""}}"
43,access-one-managed-it,Telco,"Professional Services, Verkada Products (One Time Payout)",5.0,true,true,false,true,,0.04,0.04,,0.0425,,0.0085,,renewals_at_standard_rate,true,billed,has_upfront_schedule,strong,1 month after invoice month,"5% NRC -- Professional Services, Verkada Products
3% -- Equipment Sales",,,,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""5% NRC -- Professional Services, Verkada Products\n3% -- Equipment Sales"", ""notes"": ""Effective 6/1/2025, commission rates changed from 15% residual on all services plus various upfronts on voice to different residual and upfront rates depending on the service, up to 20%.\n\nNew residual and upfront rates are effective 3/1/2021. Effective 2020, Co-location is no longer compensable, and On-Net Ethernet no longer receives an upfront payout in addition to residual payouts. Third party resold services, install charges, labor and project charges, Stand Alone License Sales, and Azure and AWS Usage are not commissionable."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""1 month after invoice month""}}"
44,access-one-managed-it,Telco,"Resold IT Software when combined with Managed IT SKU, Examples: Avanan, Datto, Cisco, etc. (Residual Commission)",10.0,true,true,false,true,,0.08,0.08,,0.085,,0.017,,renewals_at_standard_rate,true,billed,has_upfront_schedule,strong,1 month after invoice month,"5% NRC -- Professional Services, Verkada Products
3% -- Equipment Sales",,,,"{""sandler"": {""evergreen_strength"": ""Sandler Strong Evergreen"", ""upfront_commissions"": ""5% NRC -- Professional Services, Verkada Products\n3% -- Equipment Sales"", ""notes"": ""Effective 6/1/2025, commission rates changed from 15% residual on all services plus various upfronts on voice to different residual and upfront rates depending on the service, up to 20%.\n\nNew residual and upfront rates are effective 3/1/2021. Effective 2020, Co-location is no longer compensable, and On-Net Ethernet no longer receives an upfront payout in addition to residual payouts. Third party resold services, install charges, labor and project charges, Stand Alone License Sales, and Azure and AWS Usage are not commissionable."", ""pay_on_renewals"": ""Yes, 100% standard rate."", ""commission_method"": ""Billed"", ""estimated_first_commission"": ""1 month after invoice month""}}"
45,accucode,Telco,4Work,10.0,false,false,false,true,,,,,0.085,,0.017,,,,,,,,,,,,{}
46,accucode,Telco,"Deployment Services, Stage, kit and configure",5.0,false,false,false,true,,,,,0.0425,,0.0085,,,,,,,,,,,,{}
47,accucode,Telco,Diagnostic Support,15.0,false,false,false,true,,,,,0.1275,,0.0255,,,,,,,,,,,,{}
